# Easting [m] 	 Northing [m] 	 Period [s] 	 Phase velocity [m/s] 	 Differenz [m/s] 	 Anzahl Iterationen
-115	44	5	3248.37	2.17824e-10	9
-115	44	10	3288.45	1.45247e-05	6
-115	44	20	3513.44	1.36424e-12	5
-115	44	40	3764.2	7.88308e-05	7
-115	45	0.1	3218.97	6.58496e-05	22
-115	45	5	3266.81	4.41989e-07	7
-115	45	10	3310.53	7.7307e-11	12
-115	45	20	3527.52	9.03636e-06	7
-115	45	40	3793.28	7.73525e-10	6
-115	46	0.1	3251.54	9.28798e-05	20
-115	46	5	3295.31	5.02951e-10	5
-115	46	10	3335.23	1.06015e-08	10
-115	46	20	3575.91	2.06856e-05	4
-115	46	40	3865.45	1.15954e-05	7
-115	47	0.1	3267.87	6.31026e-05	23
-115	47	5	3304.22	3.18323e-12	7
-115	47	10	3348.92	8.68768e-08	6
-115	47	20	3624.58	2.86044e-06	7
-115	47	40	3937.39	3.18323e-12	6
-115	48	0.1	3289.53	8.1573e-05	23
-115	48	5	3333.8	4.04862e-05	7
-115	48	10	3375.92	1.36424e-12	10
-115	48	20	3596.09	1.81899e-12	7
-115	48	40	3927.5	1.81899e-12	9
-115	49	0.1	3194.03	7.94653e-05	23
-115	49	5	3272.56	1.61108e-06	5
-115	49	10	3366.12	5.01586e-10	12
-115	49	20	3557.57	1.81899e-12	9
-115	49	40	3921.96	2.02674e-06	4
-114	38	0.1	3134.9	9.88168e-05	23
-114	38	5	3157.67	7.18002e-06	10
-114	38	10	3229.07	4.54565e-09	4
-114	38	20	3528.7	4.18028e-05	7
-114	38	40	3751.73	4.09273e-12	9
-114	39	0.1	3225.4	5.12915e-05	25
-114	39	5	3224.62	1.76267e-06	15
-114	39	10	3266.19	8.91305e-10	7
-114	39	20	3590.09	7.03844e-05	8
-114	39	40	3759.65	1.81899e-12	7
-114	40	0.1	3245.67	8.9066e-05	13
-114	40	5	3253.83	2.73127e-07	10
-114	40	10	3308.7	9.70219e-05	3
-114	40	20	3627.94	4.41967e-07	4
-114	40	40	3754.95	6.7577e-07	4
-114	41	0.1	3188.55	5.2447e-05	25
-114	41	5	3223.77	2.27374e-12	7
-114	41	10	3315.69	8.21549e-05	6
-114	41	20	3609.95	2.83342e-05	7
-114	41	40	3742.98	2.78624e-09	6
-114	42	0.1	3170.78	9.04739e-05	23
-114	42	5	3206	3.18323e-12	6
-114	42	10	3295.24	1.38501e-06	5
-114	42	20	3560.65	1.36424e-12	9
-114	42	40	3724.87	9.49123e-06	7
-114	43	0.1	3213.38	5.99649e-05	24
-114	43	5	3219.79	2.27374e-12	13
-114	43	10	3260.56	5.80667e-09	7
-114	43	20	3481.09	5.22277e-07	6
-114	43	40	3697.13	1.43545e-06	6
-114	44	0.1	3188.66	5.84332e-05	24
-114	44	5	3222.3	2.72848e-12	10
-114	44	10	3271.29	2.08626e-06	5
-114	44	20	3478.95	1.36424e-12	7
-114	44	40	3715.72	3.18323e-12	7
-114	45	0.1	3154.31	5.19403e-05	25
-114	45	5	3230.56	1.18271e-08	4
-114	45	10	3305.37	1.04592e-11	12
-114	45	20	3531.31	1.36424e-12	10
-114	45	40	3776.95	1.04592e-11	10
-114	46	0.1	3084.96	5.07428e-05	25
-114	46	5	3200.98	6.04045e-07	4
-114	46	10	3326.24	3.18323e-12	7
-114	46	20	3585.41	4.89834e-07	4
-114	46	40	3864.95	4.97448e-09	10
-114	47	0.1	3114.95	8.88806e-05	23
-114	47	5	3229.33	2.45727e-07	5
-114	47	10	3349.04	1.81899e-12	6
-114	47	20	3604.3	2.72848e-12	7
-114	47	40	3934.99	3.11502e-10	9
-114	48	0.1	3127.22	8.92308e-05	23
-114	48	5	3244.81	9.22876e-06	6
-114	48	10	3358.33	2.17308e-07	5
-114	48	20	3580.43	2.58415e-08	6
-114	48	40	3939.03	3.18323e-12	10
-114	49	0.1	3178.9	9.07054e-05	23
-114	49	5	3271.81	1.36424e-12	7
-114	49	10	3361.99	3.90952e-05	10
-114	49	20	3541.66	2.72848e-12	9
-114	49	40	3948.79	1.81899e-12	7
-113	38	0.1	3113.37	5.70538e-05	24
-113	38	5	3138.81	6.36646e-12	13
-113	38	10	3212.8	2.50111e-11	5
-113	38	20	3478.6	3.81275e-05	7
-113	38	40	3738.04	3.18323e-12	10
-113	39	0.1	3139.88	6.75389e-05	13
-113	39	5	3154.48	1.15073e-06	7
-113	39	10	3211.5	2.72848e-12	7
-113	39	20	3533.85	3.79073e-08	5
-113	39	40	3758.24	1.81899e-12	9
-113	40	0.1	3157.11	8.00977e-05	22
-113	40	5	3177.23	1.71363e-07	9
-113	40	10	3243.88	1.81899e-12	7
-113	40	20	3579.94	1.36424e-12	7
-113	40	40	3758.94	2.36807e-05	4
-113	41	0.1	3151.73	9.14285e-05	23
-113	41	5	3188.98	1.36424e-12	5
-113	41	10	3285.19	9.99136e-05	8
-113	41	20	3592.52	1.35306e-07	5
-113	41	40	3744.6	1.81899e-12	10
-113	42	0.1	3186.53	5.6978e-05	23
-113	42	5	3217.22	1.71169e-07	9
-113	42	10	3294.38	1.38516e-09	7
-113	42	20	3531.82	1.36424e-12	10
-113	42	40	3712.1	4.04452e-09	6
-113	43	0.1	3216.98	5.89526e-05	24
-113	43	5	3230.65	1.36424e-12	13
-113	43	10	3275.59	3.18323e-12	6
-113	43	20	3471.64	4.09273e-12	7
-113	43	40	3690.77	1.00044e-11	5
-113	44	0.1	3192.88	9.11043e-05	23
-113	44	5	3229.29	3.18323e-12	7
-113	44	10	3277.66	1.36424e-12	6
-113	44	20	3468.3	1.36424e-12	7
-113	44	40	3710.31	1.81899e-12	6
-113	45	0.1	3102.63	9.77989e-05	23
-113	45	5	3192.64	1.36424e-12	7
-113	45	10	3301.28	5.92971e-05	11
-113	45	20	3515.76	9.06407e-06	7
-113	45	40	3758.76	1.81899e-12	7
-113	46	0.1	3032.57	9.55908e-05	23
-113	46	5	3168.62	6.91648e-06	9
-113	46	10	3322.67	1.36424e-12	7
-113	46	20	3579.63	1.55708e-07	7
-113	46	40	3861.32	4.75666e-10	10
-113	47	0.1	2931.37	5.14724e-05	23
-113	47	5	3101.85	1.36424e-12	9
-113	47	10	3323.03	9.11397e-05	7
-113	47	20	3586.91	1.81899e-12	7
-113	47	40	3895.62	1.17239e-07	9
-113	48	0.1	3066.34	8.74937e-05	23
-113	48	5	3199.57	1.36424e-12	10
-113	48	10	3347.01	4.09273e-12	7
-113	48	20	3565.03	6.78197e-08	5
-113	48	40	3940.45	8.18545e-12	7
-113	49	0.1	3216.37	5.6367e-05	23
-113	49	5	3275.83	7.24223e-07	5
-113	49	10	3348.77	2.67391e-10	7
-113	49	20	3565.51	1.36424e-12	9
-113	49	40	3968.78	1.81899e-12	6
-112	38	0.1	3120.63	5.13298e-05	25
-112	38	5	3150.99	1.60292e-06	9
-112	38	10	3220.31	3.07055e-05	3
-112	38	20	3457.04	1.81899e-12	9
-112	38	40	3757.27	1.93178e-05	7
-112	39	0.1	3076.98	5.47349e-05	16
-112	39	5	3102.51	5.10194e-06	5
-112	39	10	3172.21	5.2583e-07	9
-112	39	20	3498.46	1.36424e-12	9
-112	39	40	3756.23	3.85105e-06	7
-112	40	0.1	3082.94	5.55979e-05	6
-112	40	5	3112.89	1.89839e-06	7
-112	40	10	3189.44	1.81444e-09	9
-112	40	20	3529.28	1.36424e-12	7
-112	40	40	3757.26	1.02126e-05	7
-112	41	0.1	3109.68	8.00479e-05	25
-112	41	5	3157.48	1.8349e-05	6
-112	41	10	3244.69	1.2934e-07	10
-112	41	20	3538.64	1.51294e-09	4
-112	41	40	3798.63	1.81899e-12	10
-112	42	0.1	3178.81	5.68401e-05	23
-112	42	5	3218.92	1.36424e-12	9
-112	42	10	3281.51	1.63936e-09	6
-112	42	20	3503.68	3.42652e-09	4
-112	42	40	3769.89	2.859e-09	10
-112	43	0.1	3221.83	8.53119e-05	24
-112	43	5	3242.44	2.40104e-06	10
-112	43	10	3278.29	6.31208e-05	5
-112	43	20	3439.86	1.2255e-05	7
-112	43	40	3702.94	2.65572e-10	6
-112	44	0.1	3154.49	8.98617e-05	23
-112	44	5	3207.42	5.63017e-05	6
-112	44	10	3287.18	1.51431e-10	7
-112	44	20	3455.93	4.09273e-12	7
-112	44	40	3710	6.36646e-12	10
-112	45	0.1	3085.35	5.51683e-05	23
-112	45	5	3165.02	2.27374e-12	6
-112	45	10	3292.91	0	10
-112	45	20	3494.97	8.5526e-06	7
-112	45	40	3747.13	5.00222e-12	9
-112	46	0.1	2934.89	8.52767e-05	23
-112	46	5	3081.21	9.02621e-06	10
-112	46	10	3304.27	3.18323e-12	9
-112	46	20	3541.94	1.13687e-11	7
-112	46	40	3822.53	1.44336e-06	4
-112	47	0.1	2817.54	8.03947e-05	23
-112	47	5	3005.28	8.75365e-05	7
-112	47	10	3308.51	4.9247e-05	5
-112	47	20	3558.99	4.18242e-06	7
-112	47	40	3896.3	9.09495e-11	5
-112	48	0.1	3060.95	9.64855e-05	23
-112	48	5	3189.72	1.36424e-12	7
-112	48	10	3340.36	4.48472e-09	6
-112	48	20	3572.39	6.82121e-12	7
-112	48	40	3942.9	5.53087e-07	6
-112	49	0.1	3237.68	9.76818e-05	23
-112	49	5	3271.19	1.38148e-08	9
-112	49	10	3335.74	9.22339e-07	5
-112	49	20	3578.3	1.27465e-07	6
-112	49	40	3976.94	5.00222e-12	6
-111	38	0.1	3195.39	5.45528e-05	23
-111	38	5	3220.99	7.27596e-12	12
-111	38	10	3270.82	1.72076e-09	5
-111	38	20	3484.08	2.27374e-12	6
-111	38	40	3783.83	2.72848e-12	9
-111	39	0.1	3140.06	9.2399e-05	14
-111	39	5	3174.21	5.44678e-07	7
-111	39	10	3235.16	5.59339e-11	12
-111	39	20	3493.55	1.36424e-12	6
-111	39	40	3805.84	7.47605e-10	6
-111	40	0.1	3089.18	9.37617e-05	18
-111	40	5	3131.81	6.64761e-07	10
-111	40	10	3200.39	2.63753e-11	4
-111	40	20	3485.24	6.27324e-09	5
-111	40	40	3824.42	2.98837e-08	7
-111	41	0.1	3114.75	6.38329e-05	13
-111	41	5	3164.08	1.84186e-08	10
-111	41	10	3232.93	6.36646e-12	6
-111	41	20	3504.95	1.36424e-12	7
-111	41	40	3835.72	3.38862e-05	5
-111	42	0.1	3172	5.52784e-05	7
-111	42	5	3215.27	4.07454e-10	5
-111	42	10	3263.2	4.50655e-10	12
-111	42	20	3475.61	1.36424e-12	7
-111	42	40	3811.42	9.82254e-11	7
-111	43	0.1	3261.58	5.62917e-05	3
-111	43	5	3280.55	1.36424e-12	13
-111	43	10	3285.05	1.00044e-11	16
-111	43	20	3420.43	2.06022e-06	7
-111	43	40	3786.08	1.38692e-07	7
-111	44	0.1	3203.7	5.87092e-05	24
-111	44	5	3243.35	1.36424e-12	5
-111	44	10	3298.24	1.44096e-07	7
-111	44	20	3436.1	3.45153e-10	7
-111	44	40	3759	2.35559e-10	7
-111	45	0.1	3030.48	9.80255e-05	22
-111	45	5	3112.34	4.95734e-08	6
-111	45	10	3286.1	2.27374e-12	7
-111	45	20	3491.77	8.05358e-10	6
-111	45	40	3751.88	6.65859e-07	6
-111	46	0.1	2961.45	9.36329e-05	23
-111	46	5	3080.34	1.81899e-12	7
-111	46	10	3298.62	2.20825e-09	10
-111	46	20	3527.15	2.2741e-05	7
-111	46	40	3844.83	5.53045e-07	6
-111	47	0.1	2945.96	5.17286e-05	23
-111	47	5	3083.59	1.00858e-08	9
-111	47	10	3306.39	1.36424e-12	9
-111	47	20	3543.67	1.52619e-07	7
-111	47	40	3887.47	2.39465e-05	2
-111	48	0.1	3095.92	5.09233e-05	25
-111	48	5	3187.55	1.81899e-12	7
-111	48	10	3321.18	4.96289e-08	7
-111	48	20	3571.24	2.19987e-05	2
-111	48	40	3947.29	2.72848e-12	9
-111	49	0.1	3283.13	7.67199e-05	24
-111	49	5	3280.45	2.20234e-06	13
-111	49	10	3325.35	7.5168e-07	4
-111	49	20	3584.26	1.81899e-12	6
-111	49	40	3979.77	1.81899e-12	5
-110	38	0.1	3210.5	5.2808e-05	25
-110	38	5	3295.53	5.78075e-08	6
-110	38	10	3334.35	6.23004e-11	6
-110	38	20	3482.64	7.27596e-12	7
-110	38	40	3809.72	7.18501e-11	10
-110	39	0.1	3192.71	8.31345e-05	26
-110	39	5	3227.24	3.08887e-05	7
-110	39	10	3276.84	1.36424e-12	5
-110	39	20	3490.43	1.36424e-12	7
-110	39	40	3823.89	2.19188e-09	4
-110	40	0.1	3149.89	7.00353e-05	21
-110	40	5	3194.18	9.24484e-07	7
-110	40	10	3250.2	5.0679e-06	10
-110	40	20	3482.76	2.72848e-12	6
-110	40	40	3848.87	5.30417e-09	4
-110	41	0.1	3137.14	7.81187e-05	22
-110	41	5	3199.49	2.33285e-10	5
-110	41	10	3255.79	9.32232e-10	10
-110	41	20	3460.56	1.42906e-06	7
-110	41	40	3888.03	2.72848e-12	10
-110	42	0.1	3170.3	5.02664e-05	22
-110	42	5	3226.12	3.41061e-11	12
-110	42	10	3262.63	4.64779e-08	7
-110	42	20	3443.63	2.27374e-12	7
-110	42	40	3895.7	9.34387e-05	8
-110	43	0.1	3309.98	9.22827e-05	12
-110	43	5	3312.65	3.4328e-06	7
-110	43	10	3298.38	3.55989e-06	9
-110	43	20	3414.41	1.36424e-12	7
-110	43	40	3837.4	1.30926e-05	6
-110	44	0.1	3237.55	6.87692e-05	13
-110	44	5	3274.87	2.44318e-08	7
-110	44	10	3308.98	1.82558e-06	9
-110	44	20	3432.83	3.18323e-12	7
-110	44	40	3801.71	1.38912e-08	5
-110	45	0.1	3109.81	8.90509e-05	23
-110	45	5	3169.07	2.27374e-12	5
-110	45	10	3290.56	1.78079e-09	10
-110	45	20	3510.55	2.07547e-06	7
-110	45	40	3841.99	1.4496e-07	4
-110	46	0.1	3089.37	7.12814e-05	25
-110	46	5	3144.44	8.94185e-07	5
-110	46	10	3281.39	3.48791e-10	10
-110	46	20	3535.7	5.00222e-12	6
-110	46	40	3873.2	3.18323e-12	9
-110	47	0.1	3056.23	8.70359e-05	23
-110	47	5	3144.13	3.63798e-12	7
-110	47	10	3304.37	2.72848e-12	6
-110	47	20	3535.16	9.54969e-12	5
-110	47	40	3905.33	2.9809e-05	7
-110	48	0.1	3190.87	6.38952e-05	23
-110	48	5	3227.96	1.36424e-12	6
-110	48	10	3326.34	1.81899e-12	9
-110	48	20	3559.68	6.36646e-12	10
-110	48	40	3959.95	2.30725e-07	5
-110	49	0.1	3238.67	9.41044e-05	23
-110	49	5	3261.08	1.88557e-05	10
-110	49	10	3335.4	1.67879e-08	4
-110	49	20	3577.34	1.36424e-12	7
-110	49	40	3980.09	1.22782e-11	9
-109	38	0.1	3064.79	9.6607e-05	23
-109	38	5	3240.51	4.67322e-06	10
-109	38	10	3317.56	1.49658e-06	5
-109	38	20	3464.13	1.36424e-12	11
-109	38	40	3803.45	7.63681e-07	5
-109	39	0.1	3145.72	5.75843e-05	24
-109	39	5	3259.58	4.53167e-05	3
-109	39	10	3315.28	1.36424e-12	13
-109	39	20	3461.72	5.45697e-12	6
-109	39	40	3822.48	3.18323e-12	7
-109	40	0.1	3187.39	5.5968e-05	23
-109	40	5	3236.15	1.52964e-05	7
-109	40	10	3282.52	2.87218e-09	5
-109	40	20	3427.14	3.63798e-12	7
-109	40	40	3836.53	4.09273e-12	9
-109	41	0.1	3113.16	9.81311e-05	23
-109	41	5	3184.67	5.27362e-05	6
-109	41	10	3260.1	5.00222e-12	10
-109	41	20	3466.22	1.16076e-05	7
-109	41	40	3889.18	2.72848e-12	10
-109	42	0.1	3148.57	6.62218e-05	25
-109	42	5	3213.86	1.36424e-12	7
-109	42	10	3268.46	1.13687e-11	12
-109	42	20	3451.51	4.5628e-05	7
-109	42	40	3901.13	1.81899e-12	10
-109	43	0.1	3172.9	9.09831e-05	23
-109	43	5	3293.07	6.5274e-05	11
-109	43	10	3323.75	2.9372e-05	9
-109	43	20	3442.98	1.89043e-08	6
-109	43	40	3907.69	2.60079e-05	7
-109	44	0.1	3254.1	5.93208e-05	15
-109	44	5	3281.97	3.50897e-05	10
-109	44	10	3310.28	4.54747e-12	13
-109	44	20	3476.43	1.32946e-07	4
-109	44	40	3890.14	5.02632e-09	5
-109	45	0.1	3175.23	7.22196e-05	25
-109	45	5	3208.79	2.72848e-12	6
-109	45	10	3283.46	1.42427e-09	6
-109	45	20	3532.03	1.37494e-05	7
-109	45	40	3898.69	5.00222e-12	7
-109	46	0.1	3122.07	8.53498e-05	23
-109	46	5	3164.04	7.74253e-08	7
-109	46	10	3275.87	3.24448e-06	10
-109	46	20	3548.99	2.13288e-05	2
-109	46	40	3904.18	1.03867e-05	7
-109	47	0.1	3160.25	8.19926e-05	22
-109	47	5	3192.89	5.85733e-05	7
-109	47	10	3292.59	1.86446e-11	9
-109	47	20	3545.39	5.06377e-05	8
-109	47	40	3941.94	7.82256e-05	8
-109	48	0.1	3171.74	7.19072e-05	24
-109	48	5	3217.39	1.79589e-08	7
-109	48	10	3329.03	5.19746e-05	10
-109	48	20	3557.03	3.73526e-05	7
-109	48	40	3958.62	1.04592e-11	10
-109	49	0.1	3191.17	4.03016e-05	24
-109	49	5	3236.82	1.68639e-08	7
-109	49	10	3343.74	6.89267e-07	10
-109	49	20	3571.9	2.03566e-05	7
-109	49	40	3977.85	4.09273e-12	7
-108	38	0.1	2890.44	6.27897e-05	23
-108	38	5	3157.58	1.36424e-12	7
-108	38	10	3284.32	9.85629e-05	7
-108	38	20	3419.38	6.71894e-05	8
-108	38	40	3777.55	7.59751e-08	6
-108	39	0.1	3081.37	8.95338e-05	23
-108	39	5	3211.03	1.36424e-12	7
-108	39	10	3271.88	8.77058e-08	9
-108	39	20	3388.14	1.81899e-12	7
-108	39	40	3782.61	4.52687e-08	5
-108	40	0.1	3159.67	5.19719e-05	25
-108	40	5	3207.65	2.75774e-06	7
-108	40	10	3256.55	1.01472e-08	5
-108	40	20	3389.39	2.22826e-11	7
-108	40	40	3814.85	1.73498e-07	7
-108	41	0.1	3087.45	8.8096e-05	23
-108	41	5	3161.42	1.36424e-12	6
-108	41	10	3249.32	1.36424e-12	15
-108	41	20	3424.4	5.50701e-05	7
-108	41	40	3856.54	2.27374e-12	10
-108	42	0.1	3002.5	8.56719e-05	23
-108	42	5	3159.09	5.72321e-05	9
-108	42	10	3280.67	5.45697e-12	7
-108	42	20	3475.24	3.02543e-09	6
-108	42	40	3915.79	3.29869e-08	6
-108	43	0.1	2995.14	9.85313e-05	24
-108	43	5	3213.87	8.41144e-05	6
-108	43	10	3321.94	7.89518e-05	9
-108	43	20	3485.63	7.7307e-12	5
-108	43	40	3931.56	9.09495e-12	7
-108	44	0.1	3053.13	9.876e-05	22
-108	44	5	3237.13	2.72848e-12	10
-108	44	10	3322.91	1.13853e-06	5
-108	44	20	3530.45	5.05634e-09	5
-108	44	40	3955.63	7.94216e-09	4
-108	45	0.1	3148.83	6.82697e-05	23
-108	45	5	3211.34	3.18323e-12	5
-108	45	10	3271.07	1.33418e-06	4
-108	45	20	3567.78	2.29478e-07	7
-108	45	40	3963.91	5.04079e-05	8
-108	46	0.1	3183.03	9.54476e-05	23
-108	46	5	3195.24	5.82986e-10	13
-108	46	10	3265.96	3.0099e-06	6
-108	46	20	3572.95	1.08883e-05	7
-108	46	40	3957.9	1.1908e-05	7
-108	47	0.1	3174.42	5.49788e-05	23
-108	47	5	3194.41	3.11138e-06	10
-108	47	10	3280.14	1.36424e-12	7
-108	47	20	3564.13	8.69788e-05	7
-108	47	40	3952.21	1.81899e-12	10
-108	48	0.1	3145.25	5.74147e-05	24
-108	48	5	3194.23	2.26191e-09	7
-108	48	10	3320.33	2.18279e-11	12
-108	48	20	3562.23	2.1285e-06	7
-108	48	40	3959.11	7.55507e-05	8
-108	49	0.1	3117.33	9.03926e-05	25
-108	49	5	3193.18	2.22826e-11	5
-108	49	10	3355.98	1.36424e-12	6
-108	49	20	3563.55	5.00222e-12	7
-108	49	40	3968.79	3.63798e-12	10
-107	38	0.1	2952.27	9.30609e-05	23
-107	38	5	3127.05	1.1858e-08	9
-107	38	10	3234.92	1.21772e-06	5
-107	38	20	3360.13	2.88606e-07	7
-107	38	40	3736.02	6.82121e-12	10
-107	39	0.1	3056.98	6.91707e-05	24
-107	39	5	3160.63	3.82488e-08	7
-107	39	10	3223.6	2.27374e-12	13
-107	39	20	3321.34	1.36424e-12	11
-107	39	40	3723.58	2.27374e-12	5
-107	40	0.1	3165.27	5.65979e-05	23
-107	40	5	3199.52	2.79539e-05	7
-107	40	10	3233.01	4.06135e-09	10
-107	40	20	3333.76	4.33261e-07	10
-107	40	40	3766.97	9.54969e-12	10
-107	41	0.1	3083.52	5.65065e-05	24
-107	41	5	3147.51	4.68935e-09	7
-107	41	10	3233.76	1.09535e-06	10
-107	41	20	3399.3	4.33761e-08	5
-107	41	40	3848.22	6.82121e-12	9
-107	42	0.1	2926.83	8.50423e-05	23
-107	42	5	3115.21	1.36424e-12	10
-107	42	10	3271.31	9.68753e-06	10
-107	42	20	3480	3.5693e-05	7
-107	42	40	3917.46	1.19098e-09	9
-107	43	0.1	2814.4	8.89843e-05	23
-107	43	5	3139.81	1.91449e-09	9
-107	43	10	3328.15	1.36424e-12	9
-107	43	20	3522.52	3.81697e-06	7
-107	43	40	3955.48	3.17914e-09	9
-107	44	0.1	2863.42	9.02593e-05	23
-107	44	5	3142.16	1.36424e-12	7
-107	44	10	3316.69	2.39106e-09	6
-107	44	20	3585.67	3.31566e-05	7
-107	44	40	3988.94	2.72848e-12	7
-107	45	0.1	3059.44	5.60047e-05	24
-107	45	5	3186.4	4.21551e-10	7
-107	45	10	3287.93	1.36424e-12	6
-107	45	20	3595.39	8.56673e-06	7
-107	45	40	3987.79	1.81899e-12	7
-107	46	0.1	3191.38	9.27304e-05	23
-107	46	5	3202.37	2.72848e-12	16
-107	46	10	3270.23	6.17174e-07	5
-107	46	20	3594.02	3.54851e-05	7
-107	46	40	3979.41	1.81899e-12	9
-107	47	0.1	3182.74	5.69109e-05	22
-107	47	5	3194.71	4.45042e-06	12
-107	47	10	3275.81	1.43837e-09	5
-107	47	20	3572.89	8.3417e-05	8
-107	47	40	3955.51	2.98041e-09	6
-107	48	0.1	3131.83	9.87208e-05	23
-107	48	5	3180.78	1.46701e-09	7
-107	48	10	3319.33	9.09495e-12	9
-107	48	20	3575.97	8.6402e-12	5
-107	48	40	3963.96	1.45519e-11	9
-107	49	0.1	3116.37	5.12601e-05	25
-107	49	5	3184.31	1.11942e-05	6
-107	49	10	3345.68	2.81943e-11	5
-107	49	20	3568.21	1.36424e-12	7
-107	49	40	3969.78	3.63798e-12	9
-106	38	0.1	3001.12	9.87289e-05	24
-106	38	5	3100.14	4.41732e-08	5
-106	38	10	3199	7.93534e-10	10
-106	38	20	3328.9	1.36424e-12	10
-106	38	40	3710.87	3.23248e-08	6
-106	39	0.1	3128.44	6.26619e-05	23
-106	39	5	3139.24	1.12954e-06	13
-106	39	10	3175.71	2.93941e-06	7
-106	39	20	3332.27	5.69115e-06	7
-106	39	40	3754.18	1.86336e-06	7
-106	40	0.1	3155.5	5.24159e-05	24
-106	40	5	3165.1	9.37483e-05	12
-106	40	10	3195.97	7.05729e-06	5
-106	40	20	3355.98	4.54747e-12	7
-106	40	40	3800.23	5.06816e-09	4
-106	41	0.1	3095.5	8.99433e-05	23
-106	41	5	3151.8	1.36424e-12	7
-106	41	10	3234.4	8.78015e-05	9
-106	41	20	3396.54	1.36424e-12	7
-106	41	40	3849.94	1.81899e-12	9
-106	42	0.1	2959.92	6.59817e-05	22
-106	42	5	3125.88	1.81899e-12	10
-106	42	10	3268.16	3.74149e-07	6
-106	42	20	3466.13	1.36424e-12	6
-106	42	40	3909.39	1.45519e-11	7
-106	43	0.1	2825.02	4.94122e-05	23
-106	43	5	3107.03	5.47516e-10	6
-106	43	10	3311.9	4.96993e-09	6
-106	43	20	3521.91	1.36424e-12	9
-106	43	40	3946.24	1.88265e-10	6
-106	44	0.1	2876.57	8.20789e-05	23
-106	44	5	3136.81	5.06639e-07	6
-106	44	10	3324.71	3.18323e-12	5
-106	44	20	3566.26	5.00222e-12	6
-106	44	40	3976.99	4.18445e-08	5
-106	45	0.1	3073.37	8.76943e-05	23
-106	45	5	3195.08	4.19986e-08	7
-106	45	10	3301.41	6.26535e-07	4
-106	45	20	3601.95	1.18234e-10	6
-106	45	40	3999.87	1.78449e-07	5
-106	46	0.1	3190.03	5.24713e-05	25
-106	46	5	3206.11	1.36424e-12	16
-106	46	10	3279.19	3.91763e-07	6
-106	46	20	3598.35	7.84055e-06	7
-106	46	40	3987.57	1.81899e-12	9
-106	47	0.1	3186.88	6.92293e-05	23
-106	47	5	3199.65	3.45731e-08	13
-106	47	10	3281.2	1.96405e-09	6
-106	47	20	3581.04	8.71726e-05	7
-106	47	40	3971.97	3.58341e-10	6
-106	48	0.1	3125.67	3.94744e-05	24
-106	48	5	3174.13	1.98088e-09	7
-106	48	10	3316.4	3.86033e-05	7
-106	48	20	3575.71	2.52157e-09	6
-106	48	40	3961.57	1.81899e-12	10
-106	49	0.1	3103.48	6.21453e-05	23
-106	49	5	3168.21	1.36424e-12	7
-106	49	10	3337.08	2.27374e-12	7
-106	49	20	3569.03	1.18234e-11	7
-106	49	40	3964.69	1.43084e-05	7
