260000.0000	4150000.0000	3677.4400
260000.0000	4165000.0000	3677.4400
260000.0000	4180000.0000	3677.4400
260000.0000	4195000.0000	3677.4400
260000.0000	4210000.0000	3677.4400
260000.0000	4225000.0000	3677.4400
260000.0000	4240000.0000	3683.5100
260000.0000	4255000.0000	3683.5100
260000.0000	4270000.0000	3683.5100
260000.0000	4285000.0000	3683.5100
260000.0000	4300000.0000	3683.5100
260000.0000	4315000.0000	3683.5100
260000.0000	4330000.0000	3643.5700
260000.0000	4345000.0000	3643.5700
260000.0000	4360000.0000	3643.5700
260000.0000	4375000.0000	3643.5700
260000.0000	4390000.0000	3643.5700
260000.0000	4405000.0000	3643.5700
260000.0000	4420000.0000	3570.7400
260000.0000	4435000.0000	3570.7400
260000.0000	4450000.0000	3570.7400
260000.0000	4465000.0000	3570.7400
260000.0000	4480000.0000	3570.7400
260000.0000	4495000.0000	3570.7400
260000.0000	4510000.0000	3540.8500
260000.0000	4525000.0000	3540.8500
260000.0000	4540000.0000	3540.8500
260000.0000	4555000.0000	3540.8500
260000.0000	4570000.0000	3540.8500
260000.0000	4585000.0000	3540.8500
260000.0000	4600000.0000	3528.8800
260000.0000	4615000.0000	3528.8800
260000.0000	4630000.0000	3528.8800
260000.0000	4645000.0000	3528.8800
260000.0000	4660000.0000	3528.8800
260000.0000	4675000.0000	3528.8800
260000.0000	4690000.0000	3525.2700
260000.0000	4705000.0000	3525.2700
260000.0000	4720000.0000	3525.2700
260000.0000	4735000.0000	3525.2700
260000.0000	4750000.0000	3525.2700
260000.0000	4765000.0000	3525.2700
260000.0000	4780000.0000	3529.3600
260000.0000	4795000.0000	3529.3600
260000.0000	4810000.0000	3529.3600
260000.0000	4825000.0000	3529.3600
260000.0000	4840000.0000	3529.3600
260000.0000	4855000.0000	3529.3600
260000.0000	4870000.0000	3548.7900
260000.0000	4885000.0000	3548.7900
260000.0000	4900000.0000	3548.7900
260000.0000	4915000.0000	3548.7900
260000.0000	4930000.0000	3548.7900
260000.0000	4945000.0000	3548.7900
260000.0000	4960000.0000	3548.7900
260000.0000	4975000.0000	3502.1000
260000.0000	4990000.0000	3502.1000
260000.0000	5005000.0000	3502.1000
260000.0000	5020000.0000	3502.1000
260000.0000	5035000.0000	3502.1000
260000.0000	5050000.0000	3502.1000
260000.0000	5065000.0000	3460.5800
260000.0000	5080000.0000	3460.5800
260000.0000	5095000.0000	3460.5800
260000.0000	5110000.0000	3460.5800
260000.0000	5125000.0000	3460.5800
260000.0000	5140000.0000	3460.5800
260000.0000	5155000.0000	3429.5100
260000.0000	5170000.0000	3429.5100
260000.0000	5185000.0000	3429.5100
260000.0000	5200000.0000	3429.5100
260000.0000	5215000.0000	3429.5100
260000.0000	5230000.0000	3429.5100
260000.0000	5245000.0000	3464.7000
260000.0000	5260000.0000	3464.7000
260000.0000	5275000.0000	3464.7000
260000.0000	5290000.0000	3464.7000
260000.0000	5305000.0000	3464.7000
260000.0000	5320000.0000	3464.7000
260000.0000	5335000.0000	3476.0900
260000.0000	5350000.0000	3476.0900
260000.0000	5365000.0000	3476.0900
260000.0000	5380000.0000	3476.0900
260000.0000	5395000.0000	3476.0900
260000.0000	5410000.0000	3476.0900
260000.0000	5425000.0000	3476.0900
260000.0000	5440000.0000	3440.3700
260000.0000	5455000.0000	3440.3700
260000.0000	5470000.0000	3440.3700
260000.0000	5485000.0000	3440.3700
260000.0000	5500000.0000	3440.3700
260000.0000	5515000.0000	3440.3700
260000.0000	5530000.0000	3382.3000
260000.0000	5545000.0000	3382.3000
260000.0000	5560000.0000	3382.3000
260000.0000	5575000.0000	3382.3000
260000.0000	5590000.0000	3382.3000
260000.0000	5605000.0000	3382.3000
260000.0000	5620000.0000	3336.2200
260000.0000	5635000.0000	3336.2200
260000.0000	5650000.0000	3336.2200
260000.0000	5665000.0000	3336.2200
260000.0000	5680000.0000	3336.2200
260000.0000	5695000.0000	3336.2200
260000.0000	5710000.0000	3336.2200
260000.0000	5725000.0000	3308.6900
260000.0000	5740000.0000	3308.6900
260000.0000	5755000.0000	3308.6900
260000.0000	5770000.0000	3308.6900
260000.0000	5785000.0000	3308.6900
260000.0000	5800000.0000	3308.6900
260000.0000	5815000.0000	3308.6900
260000.0000	5830000.0000	3308.6900
275000.0000	4150000.0000	3677.4400
275000.0000	4165000.0000	3677.4400
275000.0000	4180000.0000	3677.4400
275000.0000	4195000.0000	3677.4400
275000.0000	4210000.0000	3677.4400
275000.0000	4225000.0000	3677.4400
275000.0000	4240000.0000	3683.5100
275000.0000	4255000.0000	3683.5100
275000.0000	4270000.0000	3683.5100
275000.0000	4285000.0000	3683.5100
275000.0000	4300000.0000	3683.5100
275000.0000	4315000.0000	3683.5100
275000.0000	4330000.0000	3643.5700
275000.0000	4345000.0000	3643.5700
275000.0000	4360000.0000	3643.5700
275000.0000	4375000.0000	3643.5700
275000.0000	4390000.0000	3643.5700
275000.0000	4405000.0000	3643.5700
275000.0000	4420000.0000	3570.7400
275000.0000	4435000.0000	3570.7400
275000.0000	4450000.0000	3570.7400
275000.0000	4465000.0000	3570.7400
275000.0000	4480000.0000	3570.7400
275000.0000	4495000.0000	3570.7400
275000.0000	4510000.0000	3540.8500
275000.0000	4525000.0000	3540.8500
275000.0000	4540000.0000	3540.8500
275000.0000	4555000.0000	3540.8500
275000.0000	4570000.0000	3540.8500
275000.0000	4585000.0000	3540.8500
275000.0000	4600000.0000	3528.8800
275000.0000	4615000.0000	3528.8800
275000.0000	4630000.0000	3528.8800
275000.0000	4645000.0000	3528.8800
275000.0000	4660000.0000	3528.8800
275000.0000	4675000.0000	3528.8800
275000.0000	4690000.0000	3525.2700
275000.0000	4705000.0000	3525.2700
275000.0000	4720000.0000	3525.2700
275000.0000	4735000.0000	3525.2700
275000.0000	4750000.0000	3525.2700
275000.0000	4765000.0000	3525.2700
275000.0000	4780000.0000	3529.3600
275000.0000	4795000.0000	3529.3600
275000.0000	4810000.0000	3529.3600
275000.0000	4825000.0000	3529.3600
275000.0000	4840000.0000	3529.3600
275000.0000	4855000.0000	3529.3600
275000.0000	4870000.0000	3548.7900
275000.0000	4885000.0000	3548.7900
275000.0000	4900000.0000	3548.7900
275000.0000	4915000.0000	3548.7900
275000.0000	4930000.0000	3548.7900
275000.0000	4945000.0000	3548.7900
275000.0000	4960000.0000	3548.7900
275000.0000	4975000.0000	3502.1000
275000.0000	4990000.0000	3502.1000
275000.0000	5005000.0000	3502.1000
275000.0000	5020000.0000	3502.1000
275000.0000	5035000.0000	3502.1000
275000.0000	5050000.0000	3502.1000
275000.0000	5065000.0000	3460.5800
275000.0000	5080000.0000	3460.5800
275000.0000	5095000.0000	3460.5800
275000.0000	5110000.0000	3460.5800
275000.0000	5125000.0000	3460.5800
275000.0000	5140000.0000	3460.5800
275000.0000	5155000.0000	3429.5100
275000.0000	5170000.0000	3429.5100
275000.0000	5185000.0000	3429.5100
275000.0000	5200000.0000	3429.5100
275000.0000	5215000.0000	3429.5100
275000.0000	5230000.0000	3429.5100
275000.0000	5245000.0000	3464.7000
275000.0000	5260000.0000	3464.7000
275000.0000	5275000.0000	3464.7000
275000.0000	5290000.0000	3464.7000
275000.0000	5305000.0000	3464.7000
275000.0000	5320000.0000	3464.7000
275000.0000	5335000.0000	3476.0900
275000.0000	5350000.0000	3476.0900
275000.0000	5365000.0000	3476.0900
275000.0000	5380000.0000	3476.0900
275000.0000	5395000.0000	3476.0900
275000.0000	5410000.0000	3476.0900
275000.0000	5425000.0000	3440.3700
275000.0000	5440000.0000	3440.3700
275000.0000	5455000.0000	3440.3700
275000.0000	5470000.0000	3440.3700
275000.0000	5485000.0000	3440.3700
275000.0000	5500000.0000	3440.3700
275000.0000	5515000.0000	3440.3700
275000.0000	5530000.0000	3382.3000
275000.0000	5545000.0000	3382.3000
275000.0000	5560000.0000	3382.3000
275000.0000	5575000.0000	3382.3000
275000.0000	5590000.0000	3382.3000
275000.0000	5605000.0000	3382.3000
275000.0000	5620000.0000	3336.2200
275000.0000	5635000.0000	3336.2200
275000.0000	5650000.0000	3336.2200
275000.0000	5665000.0000	3336.2200
275000.0000	5680000.0000	3336.2200
275000.0000	5695000.0000	3336.2200
275000.0000	5710000.0000	3336.2200
275000.0000	5725000.0000	3308.6900
275000.0000	5740000.0000	3308.6900
275000.0000	5755000.0000	3308.6900
275000.0000	5770000.0000	3308.6900
275000.0000	5785000.0000	3308.6900
275000.0000	5800000.0000	3308.6900
275000.0000	5815000.0000	3308.6900
275000.0000	5830000.0000	3308.6900
290000.0000	4150000.0000	3677.4400
290000.0000	4165000.0000	3677.4400
290000.0000	4180000.0000	3677.4400
290000.0000	4195000.0000	3677.4400
290000.0000	4210000.0000	3677.4400
290000.0000	4225000.0000	3677.4400
290000.0000	4240000.0000	3683.5100
290000.0000	4255000.0000	3683.5100
290000.0000	4270000.0000	3683.5100
290000.0000	4285000.0000	3683.5100
290000.0000	4300000.0000	3683.5100
290000.0000	4315000.0000	3683.5100
290000.0000	4330000.0000	3643.5700
290000.0000	4345000.0000	3643.5700
290000.0000	4360000.0000	3643.5700
290000.0000	4375000.0000	3643.5700
290000.0000	4390000.0000	3643.5700
290000.0000	4405000.0000	3643.5700
290000.0000	4420000.0000	3570.7400
290000.0000	4435000.0000	3570.7400
290000.0000	4450000.0000	3570.7400
290000.0000	4465000.0000	3570.7400
290000.0000	4480000.0000	3570.7400
290000.0000	4495000.0000	3570.7400
290000.0000	4510000.0000	3540.8500
290000.0000	4525000.0000	3540.8500
290000.0000	4540000.0000	3540.8500
290000.0000	4555000.0000	3540.8500
290000.0000	4570000.0000	3540.8500
290000.0000	4585000.0000	3540.8500
290000.0000	4600000.0000	3528.8800
290000.0000	4615000.0000	3528.8800
