-125.7166	37.5122	3.6774
-125.7215	37.6473	3.6774
-125.7264	37.7824	3.6774
-125.7314	37.9175	3.6774
-125.7364	38.0526	3.6774
-125.7414	38.1877	3.6774
-125.7465	38.3228	3.6835
-125.7516	38.4579	3.6835
-125.7567	38.5929	3.6835
-125.7619	38.7280	3.6835
-125.7671	38.8631	3.6835
-125.7723	38.9981	3.6835
-125.7776	39.1332	3.6436
-125.7829	39.2682	3.6436
-125.7882	39.4033	3.6436
-125.7936	39.5383	3.6436
-125.7990	39.6734	3.6436
-125.8045	39.8084	3.6436
-125.8100	39.9434	3.5707
-125.8155	40.0785	3.5707
-125.8210	40.2135	3.5707
-125.8266	40.3485	3.5707
-125.8323	40.4835	3.5707
-125.8380	40.6185	3.5707
-125.8437	40.7535	3.5408
-125.8494	40.8885	3.5408
-125.8552	41.0235	3.5408
-125.8611	41.1585	3.5408
-125.8669	41.2935	3.5408
-125.8728	41.4284	3.5408
-125.8788	41.5634	3.5289
-125.8848	41.6984	3.5289
-125.8908	41.8333	3.5289
-125.8969	41.9683	3.5289
-125.9030	42.1032	3.5289
-125.9092	42.2382	3.5289
-125.9154	42.3731	3.5253
-125.9216	42.5081	3.5253
-125.9279	42.6430	3.5253
-125.9342	42.7779	3.5253
-125.9406	42.9128	3.5253
-125.9470	43.0478	3.5253
-125.9535	43.1827	3.5294
-125.9600	43.3176	3.5294
-125.9666	43.4525	3.5294
-125.9732	43.5874	3.5294
-125.9798	43.7223	3.5294
-125.9865	43.8571	3.5294
-125.9932	43.9920	3.5488
-126.0000	44.1269	3.5488
-126.0068	44.2618	3.5488
-126.0137	44.3966	3.5488
-126.0207	44.5315	3.5488
-126.0276	44.6663	3.5488
-126.0347	44.8012	3.5488
-126.0417	44.9360	3.5021
-126.0489	45.0709	3.5021
-126.0560	45.2057	3.5021
-126.0633	45.3405	3.5021
-126.0705	45.4754	3.5021
-126.0779	45.6102	3.5021
-126.0853	45.7450	3.4606
-126.0927	45.8798	3.4606
-126.1002	46.0146	3.4606
-126.1077	46.1494	3.4606
-126.1153	46.2842	3.4606
-126.1230	46.4190	3.4606
-126.1307	46.5538	3.4295
-126.1384	46.6885	3.4295
-126.1463	46.8233	3.4295
-126.1541	46.9581	3.4295
-126.1621	47.0928	3.4295
-126.1700	47.2276	3.4295
-126.1781	47.3624	3.4647
-126.1862	47.4971	3.4647
-126.1944	47.6318	3.4647
-126.2026	47.7666	3.4647
-126.2109	47.9013	3.4647
-126.2192	48.0360	3.4647
-126.2276	48.1707	3.4761
-126.2361	48.3055	3.4761
-126.2446	48.4402	3.4761
-126.2532	48.5749	3.4761
-126.2619	48.7096	3.4761
